,id,name,lat,lon,amenity,opening_hours,website,phone,cuisine
17,146023572,Zum Flaucher,48.1087336,11.5575248,restaurant,"""Winterpause bis Frühjahr 2021""","['http://www.zumflaucher.de', 'http://www.zumflaucher.de', nan, nan]",,"[nan, nan, nan]"
18,171477238,die Fasanerie,48.1731304,11.4934148,restaurant,We-Su 12:00-22:00,"['https://www.fasanerie.de', nan, nan, nan]",+49 89 92284 600,"['italian;fish;meat;antipasti;pizza;pasta', nan, nan]"
19,181328634,Wintergarten am Elisabethmarkt,48.1572364,11.5747755,pub,Mo-Sa 10:00-24:00; Su 10:00-23:00,"[nan, 'http://www.wintergarten-schwabing.de/', nan, nan]",,"['bavarian', nan, nan]"
20,196212074,Cafe Restaurant im Müllerschen Volksbad,48.1321046,11.5882319,cafe,Mo-Su 10:00-00:00,"['http://www.cafe-volksbad.de', nan, nan, nan]",,"[nan, nan, nan]"
21,197903310,Simply Greek,48.1584509,11.4237873,restaurant,Mo-Sa 16:30+; Su 12:30+,"[nan, nan, nan, nan]",+49 89 86 32 7,"['greek', nan, nan]"
22,198195528,Bella Italia,48.1813887,11.511636,restaurant,Mo-Su 11:30-23:30,"[nan, nan, nan, nan]",,"['italian', nan, nan]"
23,206268452,Pallas Athene,48.1117247,11.6320021,restaurant,Su-Sa 11:30-00:00,"[nan, nan, nan, nan]",,"['greek', nan, nan]"
24,206268453,Da Francesco,48.1114218,11.6316133,restaurant,Mo-Su 12:00-23:00,"[nan, nan, nan, nan]",,"['italian', nan, nan]"
25,209147341,Cantina,48.1510867,11.4609367,pub,Su-We 10:00-23:30; Th-Sa 10:00-01:00,"[nan, 'http://www.cantina-pasing.de/', nan, nan]",,"[nan, nan, nan]"
26,211212107,La Passione,48.0943417,11.6312156,restaurant,"Tu-Sa 11:30-14:30, 17:30-22:30; Su 11:30-21:30","[nan, nan, nan, nan]",+49 89 87768552,"['italian', nan, nan]"
27,211874140,Casa Nostra,48.149789,11.5597523,restaurant,,"['https://www.casa-nostra-monaco.de/', nan, nan, nan]",,"['italian', nan, nan]"
28,211874152,Kaito,48.1495286,11.5607585,restaurant,Mo-Sa 17:30-23:00,"['https://de.kaito-restaurant.com', nan, nan, nan]",,"['japanese', nan, nan]"
29,219688125,Drunken Cow,48.1497066,11.5608937,restaurant,Mo-Sa 18:00+,"['http://www.drunkencow.de', nan, nan, nan]",+49 89 5435 6230,"['burger', nan, nan]"
30,219688132,Happy Fildjan,48.1498914,11.560239,cafe,"Mo,We-Fr 11:00-22:00; Sa,Su 10:00-22:00","[nan, nan, nan, nan]",,"['international', nan, nan]"
31,243518450,Landgasthof Deutsche Eiche,48.1785701,11.4069951,restaurant,,"['https://deutsche-eiche-1899.de', nan, nan, nan]",+49 89 864900-0,"[nan, nan, nan]"
32,243666968,Takumi,48.1532641,11.5609351,restaurant,"Mo-Fr 12:15-15:00,17:00-22:00; Sa 12:00-22:00; Su 12:00-21:00","['http://www.takumi-noodle.com', nan, nan, nan]",+4989528599,"['japanese', nan, nan]"
33,243858057,Cafe Havanna,48.1501347,11.5598479,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
34,243934064,Shaxe Bar,48.1514568,11.5626993,pub,Mo-Su 17:00-05:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
35,244015496,Joon,48.1509021,11.5653552,cafe,"Mo-Sa 10:00-01:00, Su 10:00-18:00","['http://cafejoon.de', nan, nan, nan]",,"['coffee_shop', nan, nan]"
36,244038467,Wirtshaus Maxvorstadt,48.1492116,11.5626842,pub,Mo-Th 11:30-24:00; Fr 11:30-01:00; Su 11:30-23:00,"['http://www.wirtshaus-maxvorstadt.de/', nan, nan, nan]",+498995493526,"[nan, nan, nan]"
37,244038471,Bei Otto,48.1494452,11.5618404,pub,Mo-Fr 18:00-02:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
38,244038472,Campanula,48.1494922,11.5616482,cafe,"Tu-Fr 12:00-14:30,18:00-23:00; Sa,Su 18:00-23:00","[nan, nan, nan, nan]",,"[nan, nan, nan]"
39,244038473,Cubanissimo Cocktailbar + Restaurant,48.1495685,11.5613602,restaurant,Mo-We 08:00-18:00; Th-Sa 08:00-21:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
40,247675761,Lebenslust Schwabing,48.1629956,11.5693919,restaurant,Mo-Sa 16:00-02:00,"[nan, 'http://www.lebenslustmuenchen.de/', nan, nan]",,"['international', nan, nan]"
41,248575832,Mitani,48.1268567,11.594068,restaurant,Tu-Sa 18:00-23:00,"[nan, nan, nan, nan]",,"['japanese', nan, nan]"
42,251366200,Post Cafe,48.1146663,11.5703002,cafe,,"[nan, nan, nan, nan]",,"['cake;coffee_shop', nan, nan]"
43,251873705,Klenze 17,48.1329006,11.5782249,restaurant,"Mo-Th 17:00-01:00, Fr 17:00-02:00, Sa 17:00-02:00, Sa 15:00-17:00, Su 17:00-24:00","[nan, 'http://www.klenze17.de/', nan, nan]",,"[nan, nan, nan]"
44,253247251,Forschungsbrauerei,48.0941857,11.624758,restaurant,"Mo-Sa 11:00-23:00; Su,PH 11:00-22:00","['http://www.forschungsbrauerei.de', nan, nan, nan]",,"['regional', nan, nan]"
45,254277571,Trachtenvogl Café-Lounge,48.1291433,11.5758218,cafe,Mo-Su 09:00-22:00,"['https://trachtenvogl.de/', nan, nan, nan]",+49 89 2015160,"['sandwich;coffee_shop;regional;german', nan, nan]"
46,254945661,MSC Vereinsgaststätte,48.1975524,11.5560528,restaurant,Tu-Sa 17:00-22:00; Su 12:00-22:00,"['https://msc-heimservice.de', nan, nan, nan]",+49 89 3513815,"['bavarian;indian', nan, nan]"
47,254951783,Pils-Pub Royal,48.1992353,11.5443578,pub,Mo-Th 11:30-23:00; Fr 11:30-01:00; Sa 10:15-01:00; Su 12:00-20:00,"['https://pilspubroyal.eatbu.com/?lang=de', nan, nan, nan]",,"[nan, nan, nan]"
48,257005663,Wenzelstüberl,48.197652,11.5836902,pub,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
49,257555412,Tassilo da Sebastiano,48.1243289,11.5961925,restaurant,"Su-Fr 11:30-15:00, 18:00-23:00; Sa 18:00-23:00","['http://www.tassilo-da-sebastiano.de', nan, nan, nan]",+49 89 483433,"['italian', nan, nan]"
50,257555470,Curva Est,48.1241588,11.5926122,restaurant,"Mo-Fr 11:30-14:00,15:00-24:00; Sa,Su 11:00-24:00","['http://www.curva-est.de/.', nan, nan, nan]",,"['italian', nan, nan]"
51,258189051,Wienerwald,48.2077334,11.5639794,restaurant,Mo-Su 11:00-23:00,"['https://www.wienerwald.de/', nan, nan, nan]",+49 89 3135307,"['chicken;burger;german;seafood', nan, nan]"
52,258189053,Caracciolastüberl,48.207072,11.5630004,pub,Mo 10:00-00:00; Tu-Sa 10:00-01:00; Su 11:00-23:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
53,258189079,La Capannina,48.2093803,11.5442006,restaurant,,"[nan, nan, nan, nan]",,"['italian', nan, nan]"
54,258189085,Zum Kuckuck Nochmal,48.2081308,11.5519269,pub,Mo-Sa 10:00-24:00; Su 10:00-22:00,"['https://zumkuckuck.me', nan, nan, nan]",,"['regional;german;bavarian', nan, nan]"
55,258490963,Arnold/Werner,48.1564251,11.5705211,cafe,Mo-Fr 08:00-10:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
56,258491051,Kalypso,48.1573396,11.5715951,restaurant,Su-We 17:00-21:00; Th-Sa 17:00-21:30,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
57,259760325,Merhaba,48.1265475,11.5965068,restaurant,"Tu,We,Th,Su 17:00-01:00, Fr,Sa 17:00-03:00","['http://merhaba-restaurant.com', nan, nan, nan]",,"['turkish', nan, nan]"
58,259760344,Bombay Tandoori,48.127884,11.5953156,restaurant,Mo-Su 11:30-23:00,"['https://www.bombay-tandoori.de/', nan, nan, nan]",+49 89 44409422,"['indian', nan, nan]"
59,259760470,Ganesha,48.1265521,11.597604,restaurant,"Mo-Su 11:30-14:30,17:30-24:00","['https://www.ganeshamuenchen.de/', nan, nan, nan]",+49 89 4480962,"['indian', nan, nan]"
60,260032029,Les Deux Messieurs,48.1282594,11.6005436,cafe,"Mo-Fr 07:00-19:00; Sa,Su 07:30-19:00","['https://www.les-deux-messieurs.de', nan, nan, nan]",,"['french', nan, nan]"
61,260112098,Der Hufnagel,48.1013875,11.6287923,restaurant,Su 10:00-23:00; Mo-Fr 11:30-24:00; Sa 10:00-03:00,"['http://www.der-hufnagel.de', nan, nan, nan]",,"['regional', nan, nan]"
62,260431779,Zum Dachs,48.0949781,11.5736357,pub,Mo-Su 11:00-22:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
63,260445973,Truderinger Wirtshaus,48.1259405,11.6739532,restaurant,Mo-Fr 10:30-01:00; Sa-Su 10:00-01:00,"[nan, 'http://www.truderingerwirtshaus.de/', nan, nan]",,"['regional', nan, nan]"
64,260654675,Hans im Glück,48.1359939,11.5784535,restaurant,Su-Th 11:00-24:00; Fr-Sa 11:00-01:00,"['http://tal.hansimglueck-burgergrill.de/', nan, nan, nan]",+49 89 74038422,"['burger', nan, nan]"
65,260793976,L' Orchidea,48.1166167,11.5897265,restaurant,"Mo-Sa 11:30-14:30,17:30-23:00; Su 11:30-23:00","[nan, 'http://www.ristorante-lorchidea.com', nan, nan]",,"['italian', nan, nan]"
66,261052322,Buon Gusto,48.12387,11.5962999,pub,Mo-Su 09:30-02:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
67,261052433,Auerfeld,48.1238125,11.5960401,pub,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
68,261052629,tan nam,48.1240797,11.5970323,restaurant,,"[nan, nan, nan, nan]",,"['vietnamese', nan, nan]"
69,261737139,Einstein,48.134451,11.5719719,restaurant,"Su-Th 12:00-15:00, 18:00-22:00; Fr 11:30-15:00","[nan, nan, nan, nan]",,"[nan, nan, nan]"
70,262128245,Paulaner am Nockherberg,48.1215649,11.5824038,restaurant,10:00-01:00,"['https://paulaner-nockherberg.com/wirtshaus-und-biergarten/', 'http://www.nockherberg.com/', nan, nan]",,"['bavarian', nan, nan]"
71,263362753,Da Pino,48.1120129,11.6180066,restaurant,"Mo-Fr 11:00-14:00,17:30-23:45; Sa 17:00-23:45; Su,PH 14:00-22:45","['https://www.da-pino-muenchen.de/', nan, nan, nan]",+49 89 68800170,"['italian', nan, nan]"
72,263388776,Alter Wirt,48.1148829,11.6144135,restaurant,Mo-Su 09:30-00:00,"['http://www.alterwirt-muenchen.de', nan, nan, nan]",+49 89 6891862,"['bavarian', nan, nan]"
73,263705407,Pepenero,48.1325924,11.5848798,restaurant,Mo-Su 11:30-00:00,"['https://pepe-nero.de', nan, nan, nan]",+49 89 37 41 41 45,"['italian', nan, nan]"
74,263820941,Pad Thai Restaurant,48.1324473,11.6096198,restaurant,"Tu-Fr 11:30-14:30,18:00-23:00; Sa,Su,PH 17:00-23:00","['https://www.padthaimuenchen.com/', nan, nan, nan]",+49 89 54804766,"['thai', nan, nan]"
75,263827392,Zum Brünnstein,48.1293313,11.6052141,restaurant,Su-Sa 09:00-00:00,"['http://www.zum-bruennstein.de/', nan, nan, nan]",+49 89 4482429,"[nan, nan, nan]"
76,263836062,Nepal Haus,48.1284008,11.6013772,restaurant,10:00-22:00; PH 10:00-22:00,"['http://nepal-haus.de', nan, nan, nan]",+49 89 18912923,"['nepalese', nan, nan]"
77,263871091,Café im Hinterhof,48.1296153,11.5995241,cafe,Mo-Sa 08:30-20:00; Su 09:00-20:00,"['https://hinterhofcafe.jimdofree.com/', nan, nan, nan]",+49 89 448 99 64,"['german', nan, nan]"
78,263873640,Huber,48.1297799,11.5986444,cafe,,"[nan, nan, nan, nan]",,"['sandwich', nan, nan]"
79,263875446,Fortuna Cafébar,48.129749,11.598075,cafe,"Mo-Fr 08:00-22:00; Sa 09:00-19:00; Su,PH 10:00-18:00","['http://www.fortuna-cafebar.de/', nan, nan, nan]",,"[nan, nan, nan]"
80,263877042,Kalami,48.1295061,11.5973219,restaurant,Su-Sa 06:00-22:00,"[nan, nan, nan, nan]",,"['greek', nan, nan]"
81,263879617,Metz 7,48.1290691,11.5966737,pub,"Mo-Fr 11:30-24:00, Sa 17:00-01:00","[nan, nan, nan, nan]",,"[nan, nan, nan]"
82,263879963,Piazzetta,48.1287847,11.5966717,restaurant,Mo-Fr 11:30-23:00; Sa 17:00-23:00,"[nan, nan, nan, nan]",,"['italian', nan, nan]"
83,263881216,Meisterstück,48.1283889,11.5972121,pub,"Mo 16:00-22:00, Tu-We 11:00-15:00, 16:00-22:00; Th-Sa 11:00-22:00","[nan, 'http://www.dasmeisterstueck.de/', nan, nan]",,"['chinese', nan, nan]"
84,263889140,Eiscafé Venezia,48.128251,11.5997011,cafe,,"[nan, nan, nan, nan]",,"['ice_cream', nan, nan]"
85,263889980,refreshment,48.1280416,11.5994381,cafe,,"[nan, nan, nan, nan]",,"['juice', nan, nan]"
86,263890084,Spezlwirtschaft,48.1278283,11.5994991,restaurant,Tu-Su 11:00-23:00,"[nan, nan, nan, nan]",,"['bavarian', nan, nan]"
87,263891047,Dilo,48.1275272,11.5985998,restaurant,Mo-Sa 17:00-01:00,"[nan, nan, nan, nan]",+49 89 4481254,"['kurdish', nan, nan]"
88,263891754,Gino Parigi,48.1273869,11.5983903,restaurant,,"[nan, nan, nan, nan]",,"['italian;french', nan, nan]"
89,263892675,Servabo,48.1270301,11.5978593,restaurant,Mo-Fr 18:00-01:00,"['http://www.servabo.de/', nan, nan, nan]",+49 89 44499432,"[nan, nan, nan]"
90,263895499,Bar Tapas Teatro,48.1265126,11.5954148,pub,Mo-Sa 17:00-01:00,"['https://www.teatro-bar-tapas.de/', nan, nan, nan]",,"['tapas', nan, nan]"
91,264010830,Echardinger Gartenlaube,48.1270157,11.6267297,pub,Mo-Su 10:00-22:00; Oct-Apr Mo off,"[nan, nan, nan, nan]",+49 89 45344311,"[nan, nan, nan]"
92,264012228,Satyam,48.131088,11.6161355,restaurant,"Mo-Sa 11:30-14:30,17:30-23:00; Su 17:30-23:00","['http://restaurant-satyam.de/', nan, nan, nan]",+49 89 46096940,"['indian', nan, nan]"
93,264014310,Steinheil Sechzehn,48.1498533,11.5642279,pub,Mo-Su 10:00-01:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
94,264347625,Bella Italia,48.1284622,11.5944386,restaurant,,"[nan, nan, nan, nan]",,"['italian', nan, nan]"
95,264680687,EscoBar,48.1306142,11.6048328,pub,"Su-Fr 17:00-01:00, Sa 17:00-03:00","['http://www.escobar-muenchen.de/', nan, nan, nan]",+49-89-485137,"[nan, nan, nan]"
96,264680691,Ristorante il Padrino,48.1332551,11.6035652,restaurant,"Mo-Su,PH 11:30-14:30,17:30-23:30","['https://www.ilpadrino.de/', nan, nan, nan]",+49 89 4471 184,"['italian', nan, nan]"
97,264680692,Ortakahve,48.1334777,11.6024805,pub,,"[nan, nan, nan, nan]",,"['turkish', nan, nan]"
98,264680693,Zum Kloster,48.1322981,11.6006934,restaurant,,"['https://www.zumkloster-muenchen.de/', nan, nan, nan]",+49 89 4470564,"['bavarian;german;local', nan, nan]"
99,264680701,Lottibar,48.128618,11.6006988,cafe,Mo-Su 11:00-23:00,"['lottibar.de', nan, nan, nan]",,"['coffee_shop;german', nan, nan]"
100,264745310,Molly Malone's,48.1308709,11.5945035,pub,Mo-Fr 17:00-01:00; Sa-Su 12:00-01:00,"['http://www.molly-malones.org/', nan, nan, nan]",,"[nan, nan, nan]"
101,266316744,Porto Cervo,48.1542,11.5625229,restaurant,"Mo-Fr 11:00-14:30, 17:30-00:00; Sa 17:30-01:00","['http://www.trattoria-porto-cervo.de/', nan, nan, nan]",,"['italian', nan, nan]"
102,266317189,Kim Phat,48.1552693,11.5617191,restaurant,Tu-Th 17:00-22:30; Fr-Sa 17:00-23:00; Su 15:00-21:00,"[nan, nan, nan, nan]",,"['vietnamese', nan, nan]"
103,266320078,Il Mulino,48.1541714,11.5677157,restaurant,10:00-01:00,"['https://www.ristorante-ilmulino.de/', nan, nan, nan]",+49 89 5233335,"['italian', nan, nan]"
104,266321934,Wirtshaus Görreshof,48.1561557,11.562063,restaurant,Mo-Su 11:00-01:00,"['https://www.goerreshof.de/', nan, nan, nan]",,"['bavarian', nan, nan]"
105,266331471,Panificio & Pizzeria,48.1245368,11.5966131,restaurant,"Mo-Su 11:30-14:00, 17:00-22:00","['http://maretto.de', nan, nan, nan]",+49 89 66616200,"['italian', nan, nan]"
106,266343880,Michel,48.1545839,11.5614767,cafe,"Mo-Su,PH 05:30-18:30","[nan, nan, nan, nan]",,"[nan, nan, nan]"
107,266571859,Lenz,48.1353315,11.5532953,restaurant,Mo-Su 10:00-01:00,"['http://www.speiselokal-lenz.de/', nan, nan, nan]",+49 89 55239771,"[nan, nan, nan]"
108,266621952,Tepsija,48.1268027,11.5972096,restaurant,Mo-Su 12:00-21:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
109,266698085,El Español,48.1289224,11.6012058,restaurant,Mo-Su 15:00-01:00,"['http://www.elespanol-muenchen.de/', nan, nan, nan]",+49 89 488496,"['spanish', nan, nan]"
110,266698088,Neulinger / Cafe Reichshof,48.1310935,11.59968,cafe,Mo-Sa 06:45-19:00; Su 08:00-18:00,"['http://www.baeckerei-neulinger.de', nan, nan, nan]",+49 89 448 40 82,"[nan, nan, nan]"
111,266698094,Brompton Junction,48.1314588,11.5991319,cafe,"Mo, We 10:00-18:00; Th, Fr 10:00-19:00; Sa 10:00-14:00","[nan, nan, nan, nan]",+49 89 33988644,"[nan, nan, nan]"
112,266698095,Satluj,48.1315887,11.598935,restaurant,"Mo-Su,PH 11:30-15:00, 17:30-24:00","['https://www.satluj-munich.de/', nan, nan, nan]",+49 89 48002230,"['indian', nan, nan]"
113,266698096,Holy Burger,48.131674,11.5988057,restaurant,"Mo-Fr 11:00-15:30,17:30-22:00; Sa 11:00-22:00; Su 11:00-21:00","[nan, nan, nan, nan]",,"[nan, nan, nan]"
114,266698099,Café Voilà,48.1318547,11.5985318,restaurant,Mo-Su 08:00-01:00,"['https://www.cafe-voila.de', nan, nan, nan]",,"['international', nan, nan]"
115,266698102,Chocolatte,48.1321263,11.5981203,cafe,"Mo-Sa 07:00-18:00, Su,PH 08:00-18:00","[nan, nan, nan, nan]",,"[nan, nan, nan]"
116,266698109,Ashoka,48.1332545,11.6013296,restaurant,"Mo-Fr 16:00-23:00; Sa-Su,PH 13:00-23:00","['https://www.ashoka-indiancuisine.de', nan, nan, nan]",+49 89 6661 0010,"['indian', nan, nan]"
117,266698116,Negroni,48.1305833,11.5974147,bar,"Mo-Sa 18:00-01:00 || ""auf Anfrage""","['http://www.negronibar.de/', nan, nan, nan]",,"['italian', nan, nan]"
118,266698119,Taverna Diyar,48.1312092,11.5988326,restaurant,"Mo-Su,PH 16:00-23:00+","['http://www.diyar.de', nan, nan, nan]",,"['turkish', nan, nan]"
119,266698124,Kuzina,48.1296306,11.5965567,restaurant,Mo-Su 17:00-21:00,"['https://kuzina-munich.de/', nan, nan, nan]",+49 89 444887700,"['greek', nan, nan]"
120,266698128,Rue des Halles,48.1331558,11.5959506,restaurant,18:00-01:00,"['http://ruedeshalles.de/', nan, nan, nan]",,"['french', nan, nan]"
121,266698129,Safran,48.1294277,11.5949049,restaurant,,"['http://www.restaurant-safran-münchen.de', nan, nan, nan]",+49 89 61468781,"['indian', nan, nan]"
122,266698130,Café Wiener Platz,48.1340866,11.5964161,cafe,Mo-Su 08:00-01:00,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
123,266698133,Johannis-Café,48.1335828,11.597132,cafe,"Mo,We,Su 17:00-03:00; Th-Sa 11:00-04:00","[nan, nan, nan, nan]",,"[nan, nan, nan]"
124,266698138,La Bodeguita,48.1325427,11.5973613,pub,Mo-Th 14:00-24:00; Fr-Su 14:00-02:00,"[nan, nan, nan, nan]",+49 1521 4643271,"['caribbean', nan, nan]"
125,266698144,Iss Dich Glücklich,48.1320188,11.5975033,restaurant,"Mo-Fr 08:00-18:00; Sa, Su,PH 09:30-17:00","['https://issdichglücklich.com', nan, nan, nan]",,"[nan, nan, nan]"
126,266698146,Bar Room München,48.1315362,11.5968422,bar,Tu-Sa 20:00+,"['http://www.barroom-muenchen.de/', nan, nan, nan]",+49 (0)89 4414 2762,"[nan, nan, nan]"
127,266698148,Belvivere alla Baia,48.1311819,11.5966141,restaurant,,"['https://www.ristorante-belvivere.de', nan, nan, nan]",,"['italian', nan, nan]"
128,266698151,Bebis,48.1321473,11.5925888,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
129,266698152,Özdeveli,48.1321545,11.5914679,restaurant,10:00-22:00,"['http://www.xn--zdeveli-80a.com/', nan, nan, nan]",+49 89 48 95 17 98,"[nan, nan, nan]"
130,266698157,Backspielhaus,48.1282874,11.5940014,cafe,"Mo-Sa 06:30-18:00; PH,Su 08:00-18:00","[nan, nan, nan, nan]",,"[nan, nan, nan]"
131,267014852,Das Bad,48.1363526,11.5497607,restaurant,Mo-Su 11:00-22:00,"['https://www.dasbad089.de/', nan, nan, nan]",+49 89 93921770,"[nan, nan, nan]"
132,267205767,Mykonos,48.1092799,11.5383766,restaurant,"Mo-Su,PH 17:30-24:00, Su-Fr,PH 11:30-14:30","['http://mykonos-sendling.com/', nan, nan, nan]",+49 89 7241970,"['greek', nan, nan]"
133,267245179,Taverna Lakis,48.1545161,11.5666237,restaurant,"Mo-Sa 16:00-01:00; Su,PH 11:30-01:00","['http://www.taverna-lakis.de/', nan, nan, nan]",+49 89 5 23 37 52,"['greek', nan, nan]"
134,268137236,Detterbeck,48.1394705,11.5004093,cafe,"Mo-Su,PH 08:00-18:00","['https://www.konditorei-detterbeck.de/', nan, nan, nan]",,"['ice_cream;coffee_shop;cake', nan, nan]"
135,268269769,El jardín de Lola,48.1243057,11.6236019,restaurant,,"[nan, nan, nan, nan]",+49 89 21262116,"['spanish', nan, nan]"
136,268966292,Pizzeria Borghese,48.1122531,11.6761614,restaurant,Tu-Su 11:30-21:00,"['https://www.pizzeria-borghese.de/', nan, nan, nan]",+49 89 55 890 888,"['pizza', nan, nan]"
137,269428231,Blücher,48.1819102,11.5703146,restaurant,Mo-Su 10:00-01:00,"['https://www.bluecher-bar.de', nan, nan, nan]",+49 89 35009188,"['bavarian', nan, nan]"
138,269571504,Royal Garden,48.1130101,11.6766322,restaurant,"Mo-Su 11:30-15:00, 17:30-23:00","[nan, nan, nan, nan]",+49 89 45 45 30 54,"['chinese', nan, nan]"
139,269945556,Alter Ofen,48.1540924,11.565033,pub,18:00-01:00,"['http://www.alter-ofen.de', nan, nan, nan]",,"[nan, nan, nan]"
140,270124877,hunsinger in der Goldenen Gans,48.1431644,11.4578631,restaurant,,"['https://www.goldene-gans.com/', nan, nan, nan]",+49 89 837033,"['regional', nan, nan]"
141,270586929,Café Seidl's,48.1124936,11.7050802,cafe,,"[nan, nan, nan, nan]",,"[nan, nan, nan]"
142,270586931,Croatica,48.1128419,11.704186,restaurant,"Tu-Su 11:00-15:00,17:00-00:00","['http://kroatisches-restaurant-muenchen.de/', nan, nan, nan]",+49 89 4306003,"['balkan', nan, nan]"
143,270586972,Ichi Ban,48.1176107,11.6911606,restaurant,,"[nan, nan, nan, nan]",,"['japanese', nan, nan]"
144,271015734,Antica Cantina,48.1160149,11.6810903,restaurant,"Mo,We,Fr,Sa 18:00-01:00; Tu,Th,Su 11:30-14:30,18:00-01:00","[nan, nan, nan, nan]",,"['italian', nan, nan]"
145,271136073,Trattoria La Palma,48.1207421,11.6086006,restaurant,Mo-Sa 11:00-20:00,"[nan, 'http://www.la-palma-trattoria-pizzeria.de/', nan, nan]",,"['italian', nan, nan]"
146,271136202,Thessaloniki,48.1217542,11.599437,restaurant,Mo-Sa 11:00-00:00,"[nan, nan, nan, nan]",,"['greek', nan, nan]"
147,271231278,Halali,48.1456151,11.5818112,restaurant,"Mo-Fr 12:00-15:00,18:00-24:00; Sa 18:00-24:00","['https://www.restaurant-halali.de/', nan, nan, nan]",+49 89 285909,"[nan, nan, nan]"
148,272246018,UnglauBAR,48.1641381,11.5624595,restaurant,Mo-Fr 08:00-22:00; Sa-Su 10:00-01:00,"[nan, 'https://www.coellnerimparagraph.de/', nan, nan]",,"[nan, nan, nan]"
149,272271059,ÖEins,48.1217369,11.5402634,restaurant,10:00+,"['https://www.öeins.de/stemmerhof/', nan, nan, nan]",+49 89 90141780,"['austrian', nan, nan]"
